CASEID,ngrdchdc,amb_01,ats_120,ats_130,ats_140,ats_145,alndimmg,bpr_19,brthcan,brthmacr,brthprvc,yrarri,cc_20_1,cc_30_1,cc_40_1,cc_50_1,cc_60_1,cca551c,cca651c,ccdyc1c,ccmoc1c,cp_10_1,cp_20_1,csp_110a,csp_110b,cu0_132,famtype,hsdsizec,marstat,sex,dwelc,acompstc,ehg3_01b,prv,region,famincg2,ttlincg2,lanhmult,lanhome,religflg,rto_100,rto_101,slm_01,srh_110,srh_115,sts_410,sts_420,tsa_010
19087, 2,6,6,6,6,6, 6,2,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,17, 2,35,3,3,3,1, 1,1,6,6, 6,2,1,6,6,96
19088, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,1,4,18, 2,35,3,5,1,2, 5,1,6,6,10,1,1,6,6,96
19089, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 2,24,2,5,3,1, 2,1,6,6, 6,4,3,6,6,96
19090, 0,6,6,6,6,6,97,2,2,4,96,97,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,3,18, 2,35,3,1,1,2, 5,1,6,6, 4,5,5,6,6,96
19091, 0,2,6,6,6,6,96,1,1,6, 1,96,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,26, 4,10,1,5,2,1, 1,1,1,1, 7,2,2,6,6,96
19092, 0,6,6,6,6,6, 3,2,2,4,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,1,1,21, 6,46,4,4,3,2, 5,2,6,6,10,1,1,6,6,96
19093, 9,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,96, 1,24,2,2,2,1, 2,1,6,6, 5,5,3,6,6,96
19094, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40, 4,13,1,6,2,1, 2,1,6,6,10,1,3,6,6,96
19095, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,2,29, 4,24,2,4,1,1, 2,2,6,6, 8,3,3,6,6,96
19096, 0,2,6,6,6,6,96,1,1,6, 8,96,1, 6,1,2,12,6,2,96, 2,2,96,6,6,6,2,4, 1,2,1,28, 4,47,4,3,2,1, 1,1,6,6,10,1,2,6,6,96
19097, 3,6,6,6,6,6, 4,6,2,2,96, 5,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,18, 6,48,4,3,3,2, 5,1,6,6, 7,2,2,6,6,96
19098, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,2,3, 2,1,1,23, 4,35,3,5,5,1, 1,2,1,1, 9,1,1,6,6,96
19099, 0,2,3,2,2,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,1,2,6,5,4, 5,2,1,27, 5,24,2,3,3,2, 7,1,6,6, 9,2,2,1,6, 5
19100, 8,6,6,6,6,6,97,7,7,1,97,97,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,46,4,1,1,1, 1,1,6,6, 9,2,2,6,6,96
19101, 3,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,96, 1,11,1,1,1,1, 1,1,6,6, 8,3,3,6,6,96
19102, 1,1,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,31, 3,47,4,6,4,1, 1,2,6,6, 6,4,3,6,6,96
19103, 0,6,6,6,6,6,96,6,2,4,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,1,20, 6,59,5,2,2,1, 3,1,6,6, 9,2,1,6,6,96
19104, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,34, 6,24,2,4,3,1, 2,1,6,6, 9,2,1,6,6,96
19105, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,1,1,29, 3,12,1,6,6,1, 1,1,6,6,10,1,1,6,6,96
19106, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 4,10,1,6,4,1, 1,1,6,6, 7,3,3,6,6,96
19107, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,11,1,3,1,1, 1,2,6,6, 8,4,4,6,6,96
19108, 0,2,6,6,6,6, 3,2,2,1,96, 9,2,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,1,22, 6,12,1,4,4,1, 1,1,6,6, 7,4,4,6,6,96
19109, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,4,4, 6,2,1,17, 2,24,2,4,1,1, 2,1,6,6, 7,2,2,6,6,96
19110, 0,6,6,6,6,6, 6,6,2,2,96,13,1, 2,2,7, 1,1,2,96,96,2,96,6,6,6,2,3, 1,2,4,26, 6,48,4,3,1,1,97,1,6,6,10,1,1,6,6,96
19111, 2,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,21, 6,12,1,6,2,1, 1,2,6,6,10,2,2,6,6,96
19112, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,4,21, 3,24,2,3,2,1, 2,1,6,6,10,2,2,6,6,96
19113, 4,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 5,59,5,6,4,2, 5,1,6,6,10,2,1,6,6,96
19114, 8,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,16, 2,35,3,2,2,1, 1,1,6,6, 8,1,2,6,6,96
19115, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,27, 6,10,1,6,2,1, 1,1,1,1,10,2,2,6,6,96
19116, 2,6,6,6,6,6, 7,2,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,23, 5,59,5,3,1,1, 3,1,6,6,10,3,1,6,6,96
19117, 0,6,6,6,6,6, 7,2,2,2,96,11,1, 5,6,1, 1,2,3,96, 4,2,96,6,6,6,2,3, 1,1,3,24, 7,35,3,6,4,1, 1,1,6,6,10,1,1,6,6,96
19118, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,2,18, 2,24,2,6,3,1, 2,1,6,6, 8,2,2,6,6,96
19119, 2,6,6,6,6,6, 2,2,2,4,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 1,2,1,21, 4,59,5,2,2,2, 5,1,6,6, 7,1,1,6,6,96
19120, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,35, 2,24,2,6,3,1, 1,1,6,6, 9,1,1,6,6,96
19121, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,19, 4,24,2,1,1,1, 2,1,6,6, 8,4,5,6,6,96
19122, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,2,4, 2,1,1,20, 4,24,2,5,4,1, 2,1,6,6, 9,1,2,6,6,96
19123, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,18, 2,47,4,3,3,1, 1,1,6,6, 8,2,3,6,6,96
19124, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 6,1,1,96, 1,35,3,6,1,1, 1,2,6,6, 8,1,2,6,6,96
19125, 2,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,96, 1,12,1,1,1,1, 1,7,6,6,10,1,1,6,6,96
19126, 2,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,27, 7,48,4,2,1,1, 1,2,6,6, 7,2,4,6,6,96
19127, 0,2,6,6,6,6, 2,6,2,1,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,25, 3,10,1,1,1,1, 1,1,6,6, 5,5,4,6,6,96
19128, 3,6,6,6,6,6,99,6,9,9,96,99,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,9,99,99,35,3,3,2,9,99,9,6,6,99,9,9,6,6,96
19129, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,22, 6,46,4,6,5,1,97,1,6,6,10,1,1,6,6,96
19130, 7,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,1,96, 1,24,2,2,2,1, 2,1,6,6, 7,3,3,6,6,96
19131, 3,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,1,19, 4,13,1,2,2,1, 1,1,6,6, 9,1,1,6,6,96
19132, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 5,2,2,40, 7,12,1,6,5,1, 1,1,6,6, 8,3,2,6,6,96
19133, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,25, 7,35,3,4,4,1, 1,1,6,6, 7,1,3,6,6,96
19134, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,96, 1,35,3,2,2,1, 1,1,6,6, 7,1,3,6,6,96
19135, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 6,2,1,96, 1,35,3,3,1,1, 1,2,6,6,10,1,1,6,6,96
19136, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,18, 2,35,3,5,5,1, 1,1,6,6, 8,2,2,6,6,96
19137, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,33, 3,48,4,6,6,1, 1,2,6,6, 8,2,2,6,6,96
19138, 0,6,6,6,6,6, 9,6,2,3,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,24, 7,35,3,6,1,1, 1,1,6,6,10,1,1,6,6,96
19139, 1,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,23, 5,46,4,6,6,1, 1,1,6,6, 9,3,3,6,6,96
19140, 0,2,6,6,6,6,96,1,1,6, 5,96,1, 4,6,1, 2,5,2, 2,96,2,96,6,6,1,2,4, 2,1,1,22, 2,24,2,4,1,1, 2,1,6,6,10,1,1,6,6,96
19141, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,28, 4,35,3,5,5,1, 1,1,6,6, 8,3,2,6,6,96
19142, 0,6,6,6,6,6, 6,7,2,3,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,4,28, 4,35,3,2,2,2, 8,1,6,6, 8,3,3,6,6,96
19143, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,24, 6,59,5,6,4,1, 1,2,1,1,10,2,2,6,6,96
19144, 0,6,6,6,6,6, 6,2,2,3,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 5,1,1,96, 1,35,3,5,3,1,97,1,6,6,10,1,1,6,6,96
19145, 4,6,6,6,6,6, 9,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40, 6,11,1,4,2,1, 1,7,6,6,10,2,2,6,6,96
19146,14,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,3,18, 2,35,3,3,3,1, 1,1,6,6, 9,3,1,6,6,96
19147, 0,2,6,6,6,6, 7,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,18, 2,35,3,2,1,1, 3,2,6,6, 8,4,2,6,6,96
19148, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,28, 7,24,2,4,4,1, 2,1,6,6, 9,1,1,6,6,96
19149, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,3,21, 3,48,4,4,4,1, 1,1,6,6, 7,3,3,6,6,96
19150, 0,6,6,6,6,6,96,6,8,8,96,98,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,8,96,98,46,4,1,1,8,98,8,6,6,98,8,8,6,6,96
19151, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,22, 6,59,5,2,2,1, 1,2,6,6, 7,2,3,6,6,96
19152, 0,6,2,1,2,6, 6,2,2,1,96,12,6,96,6,6,96,6,6,96,96,6,96,1,2,6,6,1, 4,1,3,31, 7,35,3,4,4,2, 7,1,1,1, 8,3,3,3,3, 3
19153, 0,6,6,6,6,6, 5,2,2,1,96, 9,6,96,6,6,96,6,6,96,96,6,96,1,2,6,5,2, 5,2,2,40, 4,35,3,3,3,1, 3,1,6,6,10,1,1,6,6,96
19154, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,23, 6,35,3,5,5,1, 1,2,6,6, 2,1,5,6,6,96
19155, 2,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,4,16, 2,10,1,2,1,1, 1,1,6,6, 7,3,1,6,6,96
19156, 3,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,4,18, 4,10,1,4,2,1, 1,1,6,6, 6,4,5,6,6,96
19157, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,1,22, 3,24,2,4,1,1, 2,2,6,6, 9,2,2,6,6,96
19158, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,21, 4,35,3,6,4,1, 1,1,6,6, 8,3,3,6,6,96
19159, 0,6,6,6,6,6, 8,6,2,4,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,4,21, 6,48,4,6,3,1, 3,1,6,6, 9,3,1,6,6,96
19160, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,1,4,20, 4,35,3,3,3,1, 1,1,6,6,10,2,2,6,6,96
19161, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,21, 6,48,4,6,6,1, 1,1,6,6, 7,4,4,6,6,96
19162, 0,1,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,40, 7,13,1,5,5,1, 1,1,6,6, 8,4,2,6,6,96
19163, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,17, 3,35,3,2,1,1, 1,1,6,6,10,3,3,6,6,96
19164, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,10,1,3,3,1, 1,1,6,6,10,2,3,6,6,96
19165, 8,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,35,3,2,2,1, 1,1,6,6, 8,4,1,6,6,96
19166, 0,2,6,6,6,6,96,1,1,6, 8,96,1, 5,6,7, 1,2,3,96, 4,2,96,6,6,6,2,3, 1,2,1,25, 6,48,4,6,3,1, 1,1,6,6, 7,3,2,6,6,96
19167, 0,6,6,6,6,6, 7,2,2,4,96,13,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,2,1,96, 1,24,2,4,2,2,97,1,6,6, 7,3,4,6,6,96
19168, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,23, 6,59,5,2,2,1, 1,1,6,6, 4,5,4,6,6,96
19169,97,6,6,6,6,6,96,2,2,1,96, 5,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,97,97,35,3,3,1,1, 1,1,6,6,10,2,3,6,6,96
19170, 8,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,20, 4,35,3,5,1,1, 1,1,6,6, 9,3,3,6,6,96
19171, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,20, 2,12,1,1,1,1, 2,1,6,6,10,5,2,6,6,96
19172, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,96, 1,48,4,2,2,1, 1,1,6,6, 5,4,5,6,6,96
19173, 0,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,27, 7,46,4,5,5,1, 1,1,6,6, 7,2,2,6,6,96
19174, 0,6,6,6,6,6,97,2,2,2,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,2,3,21, 6,24,2,3,3,1, 2,2,6,6, 7,2,3,6,6,96
19175, 2,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,96, 1,59,5,4,4,1, 1,1,6,6, 9,3,3,6,6,96
19176, 1,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,20, 2,12,1,2,2,1, 2,1,6,6, 4,3,5,6,6,96
19177, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,28, 3,35,3,6,3,1, 1,1,6,6, 8,4,2,6,6,96
19178, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,21, 6,11,1,3,2,1, 1,2,6,6, 8,2,1,6,6,96
19179, 0,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,1,1,24, 6,46,4,6,3,1, 1,1,6,6, 7,3,2,6,6,96
19180, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,2,96, 1,24,2,1,1,1, 2,2,6,6, 6,1,1,6,6,96
19181, 0,2,6,6,6,6,96,1,1,6, 5,96,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,24, 7,24,2,5,3,1, 2,1,6,6, 9,2,1,6,6,96
19182, 0,2,3,2,2,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,1,2,6,3,5, 1,2,1,24, 3,24,2,4,2,1, 2,1,1,1,10,2,1,2,6, 2
19183, 2,6,6,6,6,6, 5,2,2,2,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,20, 4,35,3,3,2,2, 5,1,6,6, 5,5,2,6,6,96
19184, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,20, 4,35,3,3,1,1, 1,1,6,6, 9,3,3,6,6,96
19185, 0,2,6,6,6,6,96,1,2,1,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,4,26, 7,59,5,1,1,1, 1,2,6,6, 7,2,3,6,6,96
19186, 0,6,6,6,6,6, 6,2,2,4,96, 9,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,21, 6,35,3,4,3,1, 1,1,6,6, 8,3,3,6,6,96
19187, 3,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,35,3,5,4,1, 1,2,6,6, 9,3,2,6,6,96
19188,15,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,13,1,1,1,1, 1,1,6,6, 5,2,2,6,6,96
19189, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,1,4,16, 2,24,2,5,1,1, 2,2,6,6, 7,3,3,6,6,96
19190, 9,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,96, 1,10,1,1,1,1, 1,1,6,6, 8,3,3,6,6,96
19191, 2,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,96, 1,11,1,5,2,1, 1,1,6,6,10,2,2,6,6,96
19192, 0,6,6,6,6,6, 4,2,2,2,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,3,23, 4,35,3,3,2,1, 3,1,6,6, 3,4,3,6,6,96
19193, 0,1,1,6,1,6,96,1,1,6, 6,96,2,96,6,6,96,6,6,96,96,6,96,1,2,6,5,4, 6,2,2,18, 2,35,3,1,1,1, 1,1,6,6,10,1,1,1,6, 1
19194, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,4,20, 4,24,2,2,1,1, 2,2,6,6, 8,1,3,6,6,96
19195, 0,2,2,2,1,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,1,2,6,5,2, 6,1,1,96, 1,59,5,3,3,1, 1,1,6,6, 7,3,3,2,6, 4
19196, 2,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,18, 4,12,1,2,1,1, 1,1,6,6,10,3,3,6,6,96
19197, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,21, 3,48,4,6,4,1, 1,2,6,6,10,2,1,6,6,96
19198, 0,2,3,2,1,6,96,1,1,6, 5,96,2,96,6,6,96,6,6,96,96,6,96,1,1,6,5,3, 6,2,2,20, 4,24,2,2,2,1, 2,1,6,6, 7,2,3,3,3, 5
19199, 0,6,6,6,6,6, 6,2,2,2,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,24, 7,24,2,1,1,1, 2,1,6,6, 7,3,2,6,6,96
19200, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,29, 3,12,1,4,4,1, 1,1,6,6, 9,3,2,6,6,96
19201, 1,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,18, 4,11,1,2,2,1, 1,1,6,6, 9,1,1,6,6,96
19202, 0,2,1,6,2,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,2,4,23, 7,35,3,6,6,1, 1,1,6,6, 9,1,1,3,3, 2
19203, 0,6,6,6,6,6, 2,2,2,4,96, 9,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,2,23, 6,59,5,6,5,1, 1,2,1,1, 7,3,3,6,6,96
19204, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,2,28, 6,59,5,5,3,1, 1,1,6,6, 7,3,3,6,6,96
19205, 0,6,6,6,6,6,96,6,2,4,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,22,99,24,2,1,1,1, 3,2,6,6, 8,2,1,6,6,96
19206, 2,2,1,6,1,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 4,1,2,96, 1,11,1,2,2,1, 1,1,6,6, 7,3,3,2,6, 5
19207, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,2,18, 2,24,2,5,4,1, 2,1,6,6, 7,3,3,6,6,96
19208, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,27, 6,35,3,4,4,1, 1,2,6,6,10,1,1,6,6,96
19209, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,96, 1,48,4,6,1,1, 1,1,6,6, 4,3,4,6,6,96
19210, 2,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,23, 4,48,4,2,1,1, 1,1,6,6,10,2,2,6,6,96
19211, 3,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,59,5,2,1,1, 1,1,6,6,97,5,4,6,6,96
19212, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,16, 2,35,3,2,2,1, 1,1,6,6, 8,2,2,6,6,96
19213, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,4,16, 2,48,4,2,2,2, 4,2,6,6, 6,4,2,6,6,96
19214, 4,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,4, 3,1,1,29, 6,59,5,2,1,1, 1,2,6,6, 4,3,3,6,6,96
19215, 0,6,6,6,6,6,97,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,96, 1,59,5,1,1,1, 1,2,6,6, 7,4,1,6,6,96
19216, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,1,16, 2,24,2,5,3,1, 2,1,6,6,10,1,1,6,6,96
